old_url,new_url
/paas-operations/upgrade/guide/plan-the-upgrade,/operate/upgrade/plan-the-upgrade
/paas-operations/upgrade/guide/prepare-for-the-upgrade,/operate/upgrade/prepare-for-the-upgrade
/paas-operations/upgrade/guide/required-tools,/operate/upgrade/required-tools
/paas-operations/upgrade/guide/resolve-common-upgrade-issues,/operate/upgrade/resolve-common-upgrade-issues
/playbooks/before-you-start,/playbooks/project-delivery/before-you-start
/playbooks/clued-vs-client-raci-example,/playbooks/project-delivery/raci-example
/playbooks/data-engineering-playbook,/playbooks/data-engineering
/playbooks/data-engineering-playbook/automation,/develop/python-sdk/automation
/playbooks/data-engineering-playbook/cluedin-in-your-data-architecture,/playbooks/data-engineering/cluedin-in-your-data-architecture
/playbooks/data-engineering-playbook/customization-in-cluedin,/playbooks/data-engineering/customization-in-cluedin
/playbooks/data-engineering-playbook/export,/develop/python-sdk/export
/playbooks/data-engineering-playbook/extending-cluedin-with-microsoft-integrations,/playbooks/data-engineering/extending-cluedin-with-microsoft-integrations
/playbooks/data-engineering-playbook/ingestion,/develop/python-sdk/ingestion
/playbooks/data-engineering-playbook/magic,/develop/python-sdk/magic
/playbooks/data-engineering-playbook/python-sdk,/develop/python-sdk/python-sdk
/playbooks/data-engineering-playbook/search,/develop/python-sdk/search
/playbooks/data-export-playbook,/playbooks/data-export-playbook
/playbooks/data-ingestion-playbook,/playbooks/data-ingestion
/playbooks/data-ingestion-playbook/concept-of-mapping,/playbooks/data-ingestion/plan-the-mapping
/playbooks/data-ingestion-playbook/data-impact-workshop,/playbooks/data-ingestion/data-impact-workshop
/playbooks/data-ingestion-playbook/ingest-data,/playbooks/data-ingestion/plan-the-ingestion
/playbooks/data-ingestion-playbook/pick-the-right-tool,/playbooks/data-ingestion/pick-the-right-tool
/playbooks/data-ingestion-playbook/process-data,/playbooks/data-ingestion/plan-the-processing
/playbooks/data-transformation-playbook,/playbooks/data-transformation-playbook
/playbooks/how-to-approach-your-cluedin-project,/playbooks/project-delivery/how-to-approach-your-cluedin-project
/playbooks/mds-to-cluedin/01-why-and-how,/solutions/use-cases/mds-to-cluedin-1
/playbooks/mds-to-cluedin/02-adoption-and-mindset,/solutions/use-cases/mds-to-cluedin-2
/playbooks/mds-to-cluedin/03-faq-mapping,/solutions/use-cases/mds-to-cluedin-3
/playbooks/prepare-for-your-cluedin-project,/playbooks/project-delivery/prepare-for-your-cluedin-project
/playbooks/release-to-production-playbook,/playbooks/project-delivery/release-to-production-playbook
/playbooks/resources-for-data-steward,/playbooks/resources-for-data-steward
/playbooks/start-your-cluedin-project,/playbooks/project-delivery/start-your-cluedin-project
/playbooks/start-your-it-journey,/playbooks/project-delivery/start-your-it-journey
/playbooks/writing-back-to-target-datasources,/publish/integration-patterns/write-back-event-hub-dataverse
/preparation,/govern
/preparation/aggregation,/archive/unsupported-features/aggregation
/preparation/clean,/govern/cleaning
/preparation/clean/clean-application-reference,/govern/cleaning/clean-application-reference
/preparation/clean/clean-reference,/govern/cleaning/clean-reference
/preparation/clean/create-clean-project,/govern/cleaning/create-clean-project
/preparation/clean/manage-clean-project,/govern/cleaning/manage-clean-project
/preparation/clean/processing-logic-in-clean-projects,/govern/cleaning/processing-logic-in-clean-projects
/preparation/cluedin-connect,/archive/unsupported-features/cluedin-connect
/preparation/data-quality-metrics,/archive/unsupported-features/data-quality-metrics
/preparation/data-quality-metrics/data-quality-metric-explanations,/archive/unsupported-features/data-quality-metric-explanations
/preparation/data-quality-metrics/how-to-add-a-data-quality-metric,/archive/unsupported-features/how-to-add-a-data-quality-metric
/preparation/data-quality-metrics/most-used-data-quality-metrics,/archive/unsupported-features/most-used-data-quality-metrics
/preparation/enricher,/govern/enrichment
/preparation/enricher/add-enricher,/govern/enrichment/add-enricher
/preparation/enricher/artificial-intelligence,/govern/enrichment/artificial-intelligence
/preparation/enricher/brreg,/govern/enrichment/brreg
/preparation/enricher/build-custom-enricher,/develop/build-custom-enricher
/preparation/enricher/bvd,/govern/enrichment/bvd
/preparation/enricher/clearbit,/govern/enrichment/clearbit
/preparation/enricher/companies-house,/govern/enrichment/companies-house
/preparation/enricher/concept-of-enricher,/govern/enrichment/concept-of-enricher
/preparation/enricher/cvr,/govern/enrichment/cvr
/preparation/enricher/duckduckgo,/govern/enrichment/duckduckgo
/preparation/enricher/enricher-reference,/govern/enrichment/enricher-reference
/preparation/enricher/gleif,/govern/enrichment/gleif
/preparation/enricher/google-images,/govern/enrichment/google-images
/preparation/enricher/google-maps,/govern/enrichment/google-maps
/preparation/enricher/knowledge-graph,/govern/enrichment/knowledge-graph
/preparation/enricher/libpostal,/govern/enrichment/libpostal
/preparation/enricher/open-corporates,/govern/enrichment/open-corporates
/preparation/enricher/perm-id,/govern/enrichment/perm-id
/preparation/enricher/rest-api,/govern/enrichment/rest-api
/preparation/enricher/vatlayer,/govern/enrichment/vatlayer
/preparation/enricher/web,/govern/enrichment/web
/preparation/entity-setup,/administer/ui-configuration/business-domain-page-layout
/preparation/entity-type-translation,/administer/ui-configuration/business-domain-translation
/product360,/solutions/use-cases/product360
/quick-feature-tour,/get-started/quick-feature-tour
/reference-data-management,/solutions/use-cases/reference-data-management
/regulatory-compliance,/solutions/use-cases/regulatory-compliance
/release-notes,/release-notes
/release-notes/2024-12,/release-notes/2024-12
/release-notes/2025-05,/release-notes/2025-05
/release-notes/2025-09,/release-notes/2025-09
/release-notes/2026-01,/release-notes/2026-01
/release-notes/2026-02,/release-notes/2026-02
/release-notes/terminology-changes,/release-notes/terminology-changes
/rest-api,/api
/rest-api/api-reference,/api
/rest-api/api-reference/access-control-and-governance,/api/access-control-and-governance
/rest-api/api-reference/administration-and-configuration,/api/administration-and-configuration
/rest-api/api-reference/ai,/api/ai
/rest-api/api-reference/data-preparation-and-enrichment,/api/data-preparation-and-enrichment
/rest-api/api-reference/deduplication,/api/deduplication
/rest-api/api-reference/entities,/api/entities
/rest-api/api-reference/glossary,/api/glossary
/rest-api/api-reference/hierarchies,/api/hierarchies
/rest-api/api-reference/organization,/api/organization
/rest-api/api-reference/rules-and-evaluation,/api/rules-and-evaluation
/rest-api/api-reference/search,/api/search
/rest-api/api-reference/streams-and-export,/api/streams-and-export
/rest-api/api-reference/vocabularies,/api/vocabularies
/rest-api/get-started,/api/get-started
/supplier360,/solutions/use-cases/supplier360
/tag,/tag
/terms-of-service,/terms-of-service
/training,/learning-paths
/training/ai,/learning-paths/ai
/training/ai/ai-agents,/learning-paths/ai/ai-agents
/training/ai/ai-agents/deduplicating-data,/learning-paths/ai/deduplicating-data
/training/ai/ai-agents/fixing-data-quality-issuese,/learning-paths/ai/fixing-data-quality-issues
/training/ai/ai-agents/suggesting-data-quality-rules,/learning-paths/ai/suggesting-data-quality-rules
/training/ai/ai-enricher,/learning-paths/ai/ai-enricher
/training/ai/ai-enricher/demo,/learning-paths/ai/ai-enricher-demo
/training/ai/copilot,/learning-paths/ai/copilot
/training/ai/copilot/demo,/learning-paths/ai/copilot-demo
/training/fundamentals,/learning-paths/fundamentals
/training/fundamentals/building-a-single-customer-view,/learning-paths/fundamentals/building-a-single-customer-view
/training/fundamentals/identifying-and-labelling-incorrect-data,/learning-paths/fundamentals/identifying-and-labelling-incorrect-data
/training/fundamentals/ingesting-csv-file,/learning-paths/fundamentals/ingesting-csv-file
/training/fundamentals/ingesting-database-table,/learning-paths/fundamentals/ingesting-database-table
/training/fundamentals/ingestion,/learning-paths/fundamentals/ingestion
/usecases,/solutions/use-cases
/usecases-summary,/solutions/use-cases
/user-interface,/archive/legacy-user-interface
/user-interface/adding-search-filters,/archive/legacy-user-interface/adding-search-filters
/user-interface/all-properties,/archive/legacy-user-interface/all-properties
/user-interface/entity-page,/archive/legacy-user-interface/entity-page
/user-interface/followed-entitie,/archive/legacy-user-interface/followed-entitie
/user-interface/history,/archive/legacy-user-interface/history
/user-interface/keep-in-the-loop,/archive/legacy-user-interface/keep-in-the-loop
/user-interface/pending-changes,/archive/legacy-user-interface/pending-changes
/user-interface/searching-for-data,/archive/legacy-user-interface/searching-for-data
/user-interface/suggested-searches,/archive/legacy-user-interface/suggested-searches
/workflow,/govern/workflows
/workflow/concept-of-approvals,/govern/workflows/concept-of-approvals
/workflow/create-and-manage-workflows,/govern/workflows/create-and-manage-workflows
/workflow/manage-approval-requests,/govern/workflows/manage-approval-requests
/workflow/prerequisites,/govern/workflows/prerequisites
